Date,Henry,Algonquin Citygates,Chicago Citygates,TETCO-M3
2018-01-01,4.965,11.331574885237654,5.0994005348283675,5.781574050678378
2018-01-02,6.24,15.016643800516817,6.405142652864479,7.695489863296647
2018-01-03,6.24,15.016643800516817,6.405142652864479,7.695489863296647
2018-01-04,4.65,10.42114609440398,4.776805423313565,5.308724261678572
2018-01-05,4.21,9.149436037366463,4.326196378657966,4.64823566752011
2018-01-06,3.7700000000000005,7.877725980328949,3.8755873340023674,3.9877470733616502
2018-01-07,3.33,6.606015923291431,3.424978289346768,3.327258479203189
2018-01-08,2.89,5.334305866253916,2.97436924469117,2.666769885044728
2018-01-09,2.93,5.449915871439145,3.015333703296224,2.7268143026954976
2018-01-10,3.16,6.114673401254211,3.250879340275287,3.07206970418742
2018-01-11,3.16,6.114673401254211,3.250879340275287,3.07206970418742
2018-01-12,4.06,8.715898517921854,4.172579658889012,4.423069101329725
2018-01-13,4.41,9.727486063292606,4.531018671683238,4.948457755773957
2018-01-14,4.76,10.739073608663357,4.889457684477464,5.4738464102181865
2018-01-15,5.109999999999999,11.750661154034105,5.24789669727169,5.999235064662416
2018-01-16,5.46,12.76224869940486,5.606335710065917,6.524623719106646
2018-01-17,3.92,8.311263499773556,4.029204053771321,4.212913639552035
2018-01-18,3.92,8.311263499773556,4.029204053771321,4.212913639552035
2018-01-19,3.2,6.2302834064394395,3.2918437988803415,3.1321141218381894
2018-01-20,3.1766666666666667,6.162844236748055,3.26794786469406,3.0970882115419074
2018-01-21,3.1533333333333333,6.095405067056672,3.2440519305077777,3.0620623012456254
2018-01-22,3.13,6.027965897365287,3.220155996321496,3.0270363909493425
2018-01-23,3.35,6.663820925884047,3.4454605186492957,3.3572806880285735
2018-01-24,3.54,7.212968450513883,3.640041697023304,3.642491671869727
2018-01-25,3.54,7.212968450513883,3.640041697023304,3.642491671869727
2018-01-26,3.58,7.328578455699112,3.6810061556283586,3.7025360895204966
2018-01-27,3.586666666666667,7.347846789896649,3.687833565395868,3.712543492462291
2018-01-28,3.5933333333333333,7.367115124094187,3.6946609751633765,3.7225508954040856
2018-01-29,3.6,7.386383458291726,3.7014883849308857,3.732558298345881
2018-01-30,3.6,7.386383458291726,3.7014883849308857,3.732558298345881
2018-01-31,3.34,6.634918424587739,3.4352194039980315,3.3422695836158813
2018-02-01,3.06,5.825648388291138,3.148468193762651,2.9219586600604974
2018-02-02,2.91,5.3921108688465305,2.994851473993697,2.6967920938701124
2018-02-03,2.89,5.334305866253916,2.97436924469117,2.666769885044728
2018-02-04,2.87,5.276500863661302,2.9538870153886423,2.636747676219344
2018-02-05,2.85,5.218695861068688,2.933404786086115,2.6067254673939586
2018-02-06,2.75,4.929670848105616,2.830993639573479,2.456614423267036
