Date,Henry,Algonquin Citygates,Chicago Citygates,TETCO-M3
2019-01-01,3.25,6.374795912920974,3.3430493721366594,3.20716964390165
2019-01-02,3.25,6.374795912920974,3.3430493721366594,3.20716964390165
2019-01-03,2.72,4.842963344216694,2.8002702956196885,2.411581110028959
2019-01-04,2.8,5.074183354587151,2.882199212829797,2.531669945330497
2019-01-05,2.78,5.016378351994537,2.8617169835272698,2.5016477365051126
2019-01-06,2.7600000000000002,4.958573349401924,2.8412347542247427,2.4716255276797283
2019-01-07,2.74,4.9007683468093095,2.8207525249222156,2.441603318854344
2019-01-08,2.89,5.334305866253916,2.97436924469117,2.666769885044728
2019-01-09,2.92,5.421013370142837,3.00509258864496,2.7118031982828046
2019-01-10,2.95,5.507720874031759,3.0358159325987515,2.756836511520882
2019-01-11,2.95,5.507720874031759,3.0358159325987515,2.756836511520882
2019-01-12,3.086666666666667,5.902721725081292,3.1757778328326873,2.961988271827677
2019-01-13,3.223333333333333,6.297722576130821,3.3157397330666227,3.1671400321344705
2019-01-14,3.36,6.692723427180353,3.455701633300559,3.3722917924412656
2019-01-15,3.54,7.212968450513883,3.640041697023304,3.642491671869727
2019-01-16,3.58,7.328578455699112,3.6810061556283586,3.7025360895204966
2019-01-17,3.58,7.328578455699112,3.6810061556283586,3.7025360895204966
2019-01-18,3.43,6.895040936254504,3.5273894358594045,3.4773695233301116
2019-01-19,3.43,6.895040936254504,3.5273894358594045,3.4773695233301116
2019-01-20,3.43,6.895040936254504,3.5273894358594045,3.4773695233301116
2019-01-21,3.43,6.895040936254504,3.5273894358594045,3.4773695233301116
2019-01-22,3.43,6.895040936254504,3.5273894358594045,3.4773695233301116
2019-01-23,3.13,6.027965897365287,3.220155996321496,3.0270363909493425
2019-01-24,3.13,6.027965897365287,3.220155996321496,3.0270363909493425
2019-01-25,3.07,5.854550889587444,3.1587093084139144,2.9369697644731887
2019-01-26,3.063333333333333,5.835282555389907,3.1518818986464052,2.926962361531394
2019-01-27,3.0566666666666666,5.816014221192369,3.145054488878896,2.9169549585895997
2019-01-28,3.05,5.79674588699483,3.138227079111387,2.9069475556478044
2019-01-29,2.94,5.478818372735451,3.0255748179474873,2.741825407108189
2019-01-30,3.0,5.652233380513295,3.087021505855069,2.8318920335843427
2019-01-31,2.82,5.1319883571797655,2.902681442132324,2.5616921541558813
2019-02-01,2.7,4.78515834162408,2.779788066317161,2.3815589012035745
2019-02-02,2.6566666666666667,4.659914169340082,2.735409902828352,2.3165107820819077
2019-02-03,2.6133333333333333,4.534669997056084,2.691031739339543,2.251462662960241
2019-02-04,2.57,4.409425824772086,2.646653575850734,2.1864145438385743
2019-02-05,2.54,4.322718320883165,2.615930231896943,2.141381230600498
2019-02-06,2.58,4.438328326068394,2.6568946905019977,2.201425648251267
2019-02-07,2.62,4.553938331253622,2.6978591491070523,2.2614700659020364
2019-02-08,2.6333333333333333,4.592474999648698,2.71151396864207,2.2814848717856258
2019-02-09,2.646666666666667,4.631011668043776,2.7251687881770885,2.301499677669216
2019-02-10,2.66,4.669548336438852,2.738823607712107,2.3215144835528054
2019-02-11,2.76,4.958573349401922,2.8412347542247423,2.4716255276797274
2019-02-12,2.71,4.814060842920386,2.7900291809684243,2.3965700056162667
2019-02-13,2.61,4.525035829957315,2.6876180344557885,2.2464589614893433
2019-02-14,2.61,4.525035829957315,2.6876180344557885,2.2464589614893433
2019-02-15,2.59,4.4672308273647,2.667135805153261,2.216436752663959
2019-02-16,2.6149999999999998,4.539487080605468,2.69273859178142,2.2539645136956894
2019-02-17,2.6399999999999997,4.611743333846236,2.718341378409579,2.2914922747274202
2019-02-18,2.665,4.683999587087005,2.7439441650377385,2.3290200357591515
2019-02-19,2.69,4.756255840327772,2.7695469516658973,2.3665477967908823
2019-02-20,2.69,4.756255840327772,2.7695469516658973,2.3665477967908823
2019-02-21,2.73,4.8718658455130015,2.810511410270952,2.426592214441651
2019-02-22,2.74,4.9007683468093095,2.8207525249222156,2.441603318854344
2019-02-23,2.7733333333333334,4.997110017797,2.854889573759761,2.491640333563318
2019-02-24,2.8066666666666666,5.093451688784689,2.889026622597306,2.5416773482722923
2019-02-25,2.84,5.18979335977238,2.9231636714348515,2.5917143629812665
2019-02-26,2.74,4.9007683468093095,2.8207525249222156,2.441603318854344
2019-02-27,2.89,5.334305866253916,2.97436924469117,2.666769885044728
2019-02-28,2.89,5.334305866253916,2.97436924469117,2.666769885044728
2019-03-01,3.19,6.2013809051431315,3.2816026842290777,3.1171030174254963
2019-03-02,3.5433333333333334,7.222602617612652,3.6434554019070586,3.647495373340625
2019-03-03,3.8966666666666665,8.24382433008217,4.005308119585039,4.177887729255751
2019-03-04,4.25,9.265046042551692,4.36716083726302,4.70828008517088
2019-03-05,3.18,6.172478403846825,3.2713615695778144,3.102091913012805
2019-03-06,3.18,6.172478403846825,3.2713615695778144,3.102091913012805
2019-03-07,2.9,5.3632083675502225,2.984610359342433,2.6817809894574203
2019-03-08,2.9,5.3632083675502225,2.984610359342433,2.6817809894574203
2019-03-09,2.8866666666666667,5.3246716991551475,2.9709555398074152,2.6617661835738304
2019-03-10,2.873333333333333,5.286135030760071,2.9573007202723964,2.6417513776902406
2019-03-11,2.86,5.247598362364994,2.9436459007373785,2.6217365718066508
2019-03-12,2.83,5.1608908584760735,2.912922556783588,2.5767032585685743
2019-03-13,2.87,5.276500863661302,2.9538870153886423,2.636747676219344
2019-03-14,2.95,5.507720874031759,3.0358159325987515,2.756836511520882
2019-03-15,2.95,5.507720874031759,3.0358159325987515,2.756836511520882
2019-03-16,2.9333333333333336,5.459550038537915,3.0187474081799786,2.7318180041663953
2019-03-17,2.9166666666666665,5.411379203044068,3.0016788837612056,2.706799496811907
2019-03-18,2.9,5.3632083675502225,2.984610359342433,2.6817809894574203
2019-03-19,2.92,5.421013370142837,3.00509258864496,2.7118031982828046
2019-03-20,2.86,5.247598362364994,2.9436459007373785,2.6217365718066508
2019-03-21,2.86,5.247598362364994,2.9436459007373785,2.6217365718066508
