,YAD,AECI,HST,TAL,DUK,FPC,CPLE,CPLW,EEI,FMPP,FPL,GVL,GRID,ISNE,JEA,LGEE,MISO,NSB,NYIS,NWMT,OVEC,PJM,AEC,PNM,SEC,SCEG,SC,SEPA,SOCO,SWPP,SPA,TEC,TVA,WACM,WAUW,NBSO,ERCO
2001-01-01 00:00:00,0,3888.33,0,380.28,15136.92,9012.87,9697.73,0,0,2440.24,14823.81,301.89,0,13421.65,2219.01,4899.56,83679.89,0,18495.58,0,0,99401.18,0,0,0,3600.16,4036.12,0,33279.31,33963.9,100.83,3054.2,23331.1,0,0,0,0
2001-01-01 01:00:00,0,3882.16,0,370.57,14891.87,8779.26,9641.42,0,0,2382.07,14382.85,294.88,0,12835.32,2184.55,4844.07,82090.79,0,17709.48,0,0,97861.96,0,0,0,3560.21,3974.0,0,33029.43,33270.12,100.73,2985.41,23083.26,0,0,0,0
2001-01-01 02:00:00,0,3892.06,0,365.14,14812.59,8699.39,9665.33,0,0,2374.75,14281.24,288.82,0,12467.72,2156.17,4796.82,80681.17,0,17005.93,0,0,96721.08,0,0,0,3536.06,3941.9,0,32661.76,32793.0,99.83,2956.34,23023.06,0,0,0,0
2001-01-01 03:00:00,0,3961.25,0,372.18,14839.61,8682.0,9772.87,0,0,2429.78,14502.02,286.01,0,12417.27,2127.78,4859.01,80581.67,0,16775.52,0,0,96596.62,0,0,0,3587.46,4004.8,0,32924.46,32610.89,99.71,2949.48,23054.71,0,0,0,0
2001-01-01 04:00:00,0,4028.5,0,378.67,15064.2,8791.71,9971.49,0,0,2483.55,14825.3,288.44,0,12587.73,2128.1,4955.8,81505.48,0,16956.5,0,0,97542.18,0,0,0,3659.46,4062.97,0,33740.91,32652.53,100.83,2979.1,23403.94,0,0,0,0
2001-01-01 05:00:00,0,4134.68,0,383.53,15492.25,9029.16,10201.12,0,0,2546.57,15167.66,291.81,0,12884.04,2190.65,5063.91,83266.58,0,17307.75,0,0,99685.72,0,0,0,3720.42,4101.52,0,34309.28,33033.22,102.58,3054.92,23887.77,0,0,0,0
2001-01-01 06:00:00,0,4239.82,0,392.63,16051.15,9276.63,10520.53,0,0,2619.52,15551.21,296.38,0,13372.6,2261.03,5172.46,85092.34,0,17797.3,0,0,102589.23,0,0,0,3805.24,4167.16,0,34486.62,33600.42,104.48,3150.11,24391.64,0,0,0,0
2001-01-01 07:00:00,0,4290.4,0,401.4,16721.91,9563.64,10854.19,0,0,2706.46,15975.44,302.08,0,13864.65,2322.0,5284.77,86712.64,0,18292.71,0,0,105226.99,0,0,0,3896.24,4239.71,0,35026.31,34166.85,105.65,3247.56,24929.43,0,0,0,0
2001-01-01 08:00:00,0,4342.83,0,428.85,17360.14,9538.24,11136.4,0,0,2777.3,16597.71,309.11,0,15097.23,2410.28,5394.13,87975.05,0,19569.8,0,0,109593.72,0,0,0,4072.63,4330.48,0,36099.78,34752.67,106.09,3303.5,25420.44,0,0,0,0
2001-01-01 09:00:00,0,4409.33,0,433.11,16912.88,8964.77,10670.41,0,0,2573.77,16011.16,308.45,0,15760.76,2337.29,5469.02,90722.57,0,20488.32,0,0,109453.95,0,0,0,4048.01,4301.22,0,37341.39,35793.77,107.42,3159.04,26393.18,0,0,0,0
2001-01-01 10:00:00,0,4387.7,0,405.35,16144.26,8176.38,9869.8,0,0,2345.8,14763.48,298.87,0,15856.42,2166.69,5396.22,92774.7,0,20664.35,0,0,104745.31,0,0,0,3837.99,3972.07,0,36218.27,36705.11,109.61,2944.47,26129.38,0,0,0,0
2001-01-01 11:00:00,0,4209.48,0,389.2,15358.93,7556.43,9276.41,0,0,2208.81,14033.75,294.18,0,15851.97,2081.09,5225.23,91412.32,0,20675.63,0,0,100765.75,0,0,0,3674.97,3752.62,0,34633.52,36858.9,109.09,2804.95,25165.98,0,0,0,0
2001-01-01 12:00:00,0,4015.58,0,373.72,14815.38,7131.93,8915.23,0,0,2114.41,13467.99,285.8,0,15782.82,2041.1,5035.62,89792.01,0,20583.04,0,0,97393.98,0,0,0,3530.67,3577.91,0,33582.85,36193.65,107.4,2691.83,24530.9,0,0,0,0
2001-01-01 13:00:00,0,3858.96,0,363.14,14403.81,6791.62,8663.15,0,0,2056.93,13001.73,271.54,0,15711.23,1973.9,4879.0,88463.31,0,20557.15,0,0,95102.77,0,0,0,3419.22,3445.27,0,32508.38,35633.01,105.98,2599.62,23838.14,0,0,0,0
2001-01-01 14:00:00,0,3723.94,0,352.06,14164.28,6434.24,8589.19,0,0,2006.88,12549.15,258.91,0,15699.43,1897.67,4788.84,87335.19,0,20556.8,0,0,94016.08,0,0,0,3344.41,3337.15,0,31527.61,35095.46,103.75,2512.77,23166.63,0,0,0,0
2001-01-01 15:00:00,0,3618.79,0,340.83,13923.56,6150.91,8462.91,0,0,1947.88,12201.24,245.87,0,15739.93,1824.63,4766.24,86443.74,0,20549.97,0,0,93566.58,0,0,0,3290.02,3254.29,0,30810.81,34508.54,101.38,2412.07,22684.25,0,0,0,0
2001-01-01 16:00:00,0,3550.73,0,333.05,13893.55,5880.81,8327.65,0,0,1897.45,11954.29,233.17,0,16366.98,1752.99,4757.69,86073.48,0,20656.74,0,0,94918.94,0,0,0,3243.98,3227.24,0,29902.56,33835.32,97.79,2298.3,22315.09,0,0,0,0
2001-01-01 17:00:00,0,3583.63,0,330.55,14661.97,5711.44,8775.32,0,0,1961.28,11719.71,230.69,0,17127.9,1829.07,4762.34,85817.38,0,21702.52,0,0,101177.25,0,0,0,3359.31,3235.83,0,29725.62,33271.68,94.74,2235.63,22604.58,0,0,0,0
